Year,Program Area,Program Project,Sub-Program Project,Actuals,Annualized_CR,PresBud,PresBud_vs_Annualized_CR,Enacted,PresBud_vs_Enacted
2019,Environmental Program & Management,Water Quality Protection,Marine Pollution,11694.4,10102,0,-10102,,
2019,Environmental Program & Management,Water Quality Protection,Surface Water Protection,198589.4,198886,174975,-23911,,
2019,Environmental Program & Management,Water Quality Protection,"Subtotal, Water Quality Protection",210283.8,208988,174975,-34013,,
2019,Environmental Program & Management,Congressional Priorities,Water Quality Research and Support Grants,12688,12614,0,-12614,,
2019,Environmental Program & Management,Congressional Priorities,"Subtotal, Congressional Priorities",12688,12614,0,-12614,,
2019,Environmental Program & Management,,"Total, Environmental Program & Management",2639159.5,2602009,1738852,-863157,,
2019,Inspector General,"Audits, Evaluations, and Investigations","Audits, Evaluations, and Investigations",41053.7,41207,37475,-3732,,
2019,Inspector General,,"Total, Inspector General",41053.7,41207,37475,-3732,,
2019,Building and Facilities,Homeland Security,Homeland Security: Protection of EPA Personnel and Infrastructure,6119.2,6119.2,6176,-455,,
2019,Building and Facilities,Operations and Administration,Facilities Infrastructure and Operations,26065.5,27602,33377,5775,,
2019,Building and Facilities,,"Total, Building and Facilities",32184.7,34233,39553,5320,,
2019,Hazardous Substance Superfund,Indoor Air and Radiation,Radiation: Protection,1833.6,1972,1972,0,,
2019,Hazardous Substance Superfund,"Audits, Evaluations, and Investigations","Audits, Evaluations, and Investigations",9156.4,8718,8718,0,,
2019,Hazardous Substance Superfund,Compliance,Compliance Monitoring,1028.8,988,988,0,,
2019,Hazardous Substance Superfund,Enforcement,Criminal Enforcement,6815.3,7135,7135,0,,
2019,Hazardous Substance Superfund,Enforcement,Environmental Justice,732.9,554,0,-554,,
2019,Hazardous Substance Superfund,Enforcement,Forensics Support,1543.6,1097,1097,0,,
2019,Hazardous Substance Superfund,Enforcement,Superfund: Enforcement,153706,150466,150466,0,,
2019,Hazardous Substance Superfund,Enforcement,Superfund: Federal Facilities Enforcement,5594.9,5993,5993,0,,
2019,Hazardous Substance Superfund,Enforcement,"Subtotal, Enforcement",168392.7,165245,164691,-554,,
2019,Hazardous Substance Superfund,Homeland Security,"Homeland Security: Preparedness, Response, and Recovery",33899.4,31461,31752,291,,
2019,Hazardous Substance Superfund,Homeland Security,Homeland Security: Protection of EPA Personnel and Infrastructure,1306.2,934,934,0,,
2019,Hazardous Substance Superfund,Homeland Security,"Subtotal, Homeland Security",35205.6,32395,32686,291,,
2019,Hazardous Substance Superfund,Information Exchange / Outreach,Exchange Network,1316.3,1319,1319,0,,
2019,Hazardous Substance Superfund,IT / Data Management / Security,Information Security,654.9,666,5186,4520,,
2019,Hazardous Substance Superfund,IT / Data Management / Security,IT / Data Management,14691.5,13720,13720,0,,
2019,Hazardous Substance Superfund,IT / Data Management / Security,"Subtotal, IT / Data Management / Security",15346.4,14386,18906,4520,,
2019,Hazardous Substance Superfund,Legal / Science / Regulatory / Economic Review,Alternative Dispute Resolution,591.3,667,0,-667,,
2019,Hazardous Substance Superfund,Legal / Science / Regulatory / Economic Review,Legal Advice: Environmental Program,691.2,577,577,0,,
2019,Hazardous Substance Superfund,Legal / Science / Regulatory / Economic Review,"Subtotal, Legal / Science / Regulatory / Economic Review",1282.5,1244,577,-667,,
2019,Hazardous Substance Superfund,Operations and Administration,"Central Planning, Budgeting, and Finance",22511.4,21345,21152,-193,,
2019,Hazardous Substance Superfund,Operations and Administration,Facilities Infrastructure and Operations,69651.3,75985,74144,-1841,,
2019,Hazardous Substance Superfund,Operations and Administration,Acquisition Management,22103.1,21296,21296,0,,
2019,Hazardous Substance Superfund,Operations and Administration,Human Resources Management,5380.1,5997,5497,-500,,
2019,Hazardous Substance Superfund,Operations and Administration,Financial Assistance Grants / IAG Management,2997.4,2611,2611,0,,
2019,Hazardous Substance Superfund,Operations and Administration,"Subtotal, Operations and Administration",122643.3,127234,124700,-2534,,
2019,Hazardous Substance Superfund,Research: Sustainable Communities,Research: Sustainable and Healthy Communities,12717.6,11385,10885,-500,,
2019,Hazardous Substance Superfund,Research: Chemical Safety and Sustainability,Human Health Risk Assessment,3020.5,2805,5021,2216,,
2019,Hazardous Substance Superfund,Superfund Cleanup,Superfund: Emergency Response and Removal,198324,180075,181306,1231,,
2019,Hazardous Substance Superfund,Superfund Cleanup,Superfund: EPA Emergency Preparedness,7174.6,7584,7584,0,,
2019,Hazardous Substance Superfund,Superfund Cleanup,Superfund: Federal Facilities,22434.2,20982,20982,0,,
2019,Hazardous Substance Superfund,Superfund Cleanup,Superfund: Remedial,544822.9,505042,508495,3453,,
2019,Hazardous Substance Superfund,Superfund Cleanup,"Subtotal, Superfund Cleanup",772755.7,713683,718367,4684,,
2019,Hazardous Substance Superfund,,"Total, Hazardous Substance Superfund",1144699.4,1081374,1088830,7456,,
2019,Leaking Underground Storage Tanks,Enforcement,Civil Enforcement,584.7,616,589,-27,,
2019,Leaking Underground Storage Tanks,Operations and Administration,"Central Planning, Budgeting, and Finance",373.2,404,420,16,,
2019,Leaking Underground Storage Tanks,Operations and Administration,Facilities Infrastructure and Operations,502.2,793,773,-20,,
2019,Leaking Underground Storage Tanks,Operations and Administration,Acquisition Management,144.7,146,138,-8,,
2019,Leaking Underground Storage Tanks,Operations and Administration,"Subtotal, Operations and Administration",1020.1,1343,1331,-12,,
2019,Leaking Underground Storage Tanks,Underground Storage Tanks (LUST / UST),LUST / UST,9554.5,9177,6452,-2725,,
2019,Leaking Underground Storage Tanks,Underground Storage Tanks (LUST / UST),LUST Cooperative Agreements,55320.2,54666,38840,-15826,,
2019,Leaking Underground Storage Tanks,Underground Storage Tanks (LUST / UST),LUST Prevention,25305.9,25197,0,-25197,,
2019,Leaking Underground Storage Tanks,Underground Storage Tanks (LUST / UST),"Subtotal, Underground Storage Tanks (LUST / UST)",90180.6,89040,45292,-43748,,
2019,Leaking Underground Storage Tanks,Research: Sustainable Communities,Research: Sustainable and Healthy Communities,358,318,320,2,,
2019,Leaking Underground Storage Tanks,,"Total, Leaking Underground Storage Tanks",92143.4,91317,47532,-43785,,
2019,Inland Oil Spill Programs,Compliance,Compliance Monitoring,145.2,138,0,-138,,
2019,Inland Oil Spill Programs,Enforcement,Civil Enforcement,2342.8,2397,2219,-178,,
2019,Inland Oil Spill Programs,Oil,"Oil Spill: Prevention, Preparedness and Response",14422.5,14311,12273,-2038,,
2019,Inland Oil Spill Programs,Operations and Administration,Facilities Infrastructure and Operations,376.2,580,665,85,,
2019,Inland Oil Spill Programs,Research: Sustainable Communities,Research: Sustainable and Healthy Communities,653.4,659,516,-143,,
2019,Inland Oil Spill Programs,,"Total, Inland Oil Spill Programs",17940.1,18085,15673,-2412,,
2019,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Infrastructure Assistance: Alaska Native Villages,20083.7,19864,3000,-16864,,
2019,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Brownfields Projects,88370.2,79457,62000,-17457,,
2019,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Infrastructure Assistance: Clean Water SRF,1380738.8,1384421,1393887,9466,,
2019,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Infrastructure Assistance: Drinking Water SRF,944392.1,857371,863233,5862,,
2019,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Infrastructure Assistance: Mexico Border,10628.2,9932,0,9932,,
2019,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Diesel Emissions Reduction Grant Program,40683,59593,10000,-49593,,
2019,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),Targeted Airshed Grants,19818.1,29796,0,-29796,,
2019,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),GKM Water Monitoring,105.5,3973,0,-3973,,
2019,State and Tribal Assistance Grants,State and Tribal Assistance Grants (STAG),"Subtotal, State and Tribal Assistance Grants (STAG)",2504819.6,2444407,2332120,-112287,,
2019,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Nonpoint Source (Sec. 319),169771.6,169754,0,-169754,,
2019,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Public Water System Supervision (PWSS),101125.8,101271,67892,-33379,,
2019,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: State and Local Air Quality Management,214180.6,226669,151961,-74708,,
2019,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Radon,7963.4,7996,0,-7996,,
2019,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Pollution Control (Sec. 106),,,,,,
2019,State and Tribal Assistance Grants,Categorical Grants,Monitoring Grants,18392,17727,11884,-5843,,
2019,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Pollution Control (Sec. 106) (other activities),209294.1,211512,141799,-69713,,
2019,State and Tribal Assistance Grants,Categorical Grants,"Subtotal, Categorical Grant: Pollution Control (Sec. 106)",227686.1,229239,153683,-75556,,
2019,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Wetlands Program Development,15867,14561,9762,-4799,,
2019,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Underground Injection Control (UIC),10572.3,10435,6995,-3440,,
2019,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Pesticides Program Implementation,12402.4,12615,8457,-4158,,
2019,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Lead,14822.2,13954,0,-13954,,
2019,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Hazardous Waste Financial Assistance,97165,99016,66381,-32635,,
2019,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Pesticides Enforcement,17687.1,17927,10531,-7396,,
2019,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Pollution Prevention,4504.6,4733,0,-4733,,
2019,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Toxics Substances Compliance,4938.3,4886,3276,-1610,,
2019,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Tribal General Assistance Program,68186,65031,44233,-20798,,
2019,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Underground Storage Tanks,1479.4,1488,0,-1488,,
2019,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Tribal Air Quality Management,14027.8,12742,8963,-3779,,
2019,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Environmental Information,9289.3,9580,6422,-3158,,
2019,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Beaches Protection,9540.3,9484,0,-9484,,
2019,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Brownfields,46994.9,47421,31791,-15630,,
2019,State and Tribal Assistance Grants,Categorical Grants,Categorical Grant: Multipurpose Grants,162.9,0,27000,27000,,
2019,State and Tribal Assistance Grants,Categorical Grants,"Subtotal, Categorical Grants",1048367,1058802,597347,-461455,,
2019,State and Tribal Assistance Grants,Congressional Priorities,Congressionally Mandated Projects,4565.8,0,0,0,,
2019,State and Tribal Assistance Grants,Congressional Priorities,"Subtotal, Congressional Priorities",4565.8,0,0,0,,
2019,State and Tribal Assistance Grants,,"Total, State and Tribal Assistance Grants",3557752.4,3503209,2929467,-573742,,
2019,Hazardous Waste Electronic Manifest System Fund,Resource Conservation and Recovery Act (RCRA),RCRA: Waste Management,4915.4,3156,0,-3156,,
2019,Hazardous Waste Electronic Manifest System Fund,,"Total, Hazardous Waste Electronic Manifest System Fund",4915.4,3156,0,-3156,,
2019,Water Infrastructure Finance and Innovation Fund,Water Quality Protection,Water Infrastructure Finance and Innovation,3597.7,12932,20000,7068,,
2019,Water Infrastructure Finance and Innovation Fund,,"Total, Water Infrastructure Finance and Innovation Fund",3597.7,12932,20000,7068,,
2019,,,"Subtotal, EPA",8257022.7,8096497,6366347,-1730150,,
2019,,,Cancellation of Funds,0,-90348,-220460,-130112,,
2019,,,"TOTAL, EPA",8257022.7,8006149,6145887,-1860262,,
2018,Science & Technology,Clean Air,Clean Air Allowance Trading Programs,8149.6,7793,5739,2054,,
2018,Science & Technology,Clean Air,GHG Reporting Program,8824.2,8003,0,8003,,
2018,Science & Technology,Clean Air,Federal Support for Air Quality Management,6234.3,7453,3959,3494,,
2018,Science & Technology,Clean Air,Federal Vehicle and Fuels Standards and Certification,85613.6,93070,76010,17060,,
2018,Science & Technology,Clean Air,"Subtotal, Clean Air",108821.7,116319,85708,30611,,
2018,Science & Technology,Indoor Air and Radiation,Indoor Air: Radon Program,378.9,172,0,172,,
2018,Science & Technology,Indoor Air and Radiation,Radiation: Protection,2064.5,1831,0,1831,,
2018,Science & Technology,Indoor Air and Radiation,Radiation: Response Preparedness,3716.5,3774,3339,435,,
2018,Science & Technology,Indoor Air and Radiation,Reduce Risks from Indoor Air,260.4,209,0,209,,
2018,Science & Technology,Indoor Air and Radiation,"Subtotal, Indoor Air and Radiation",6420.3,5986,3339,2647,,
